id,city_name,restaurant_url,restaurant_name,restaurant_cuisines,restaurant_locality,restaurant_rating,cost_for_two,count_of_ratings,offers
293,washim,https://www.swiggy.com/restaurants/food-of-indians-a-wing-patni-commercial-complex-washim-washim-729497,FOOD OF INDIANS,"Beverages, Chinese, Fast Food, Snacks",Washim,3.8,₹250 for two,10+ ratings,20% OFF UPTO ₹50; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
294,washim,https://www.swiggy.com/restaurants/hotel-maniprabha-malmatta-washim-washim-494594,Hotel Maniprabha,"Pastas, Desserts, Chinese, North Indian, South Indian, Burgers, Ice Cream, Pizzas, Biryani",Washim,3.8,₹400 for two,100+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
295,washim,https://www.swiggy.com/restaurants/hotel-royal-palace-akola-road-washim-washim-459021,Hotel Royal Palace,"Chinese, North Indian, Pizzas, Biryani",Washim,3.8,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
296,vyara,https://www.swiggy.com/restaurants/maa-bhawani-punjabi-and-chinese-ugam-hights-ugam-heights-mission-naka-vyara-200487,Maa Bhawani Punjabi and Chinese,"Chinese, North Indian, Biryani",Ugam Heights Mission Naka,4.1,₹300 for two,1K+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
297,vyara,https://www.swiggy.com/restaurants/dhakka-mukki-eatery-golden-nagar-vyara-town-vyara-726176,Dhakka Mukki Eatery,"Pizzas, Fast Food, Burgers",Vyara Town,3.3,₹300 for two,8 ratings,30% OFF UPTO ₹75; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
298,vyara,https://www.swiggy.com/restaurants/the-belgian-waffle-co-ugam-heights-mission-jakat-naka-vyara-625915,The Belgian Waffle Co.,"Waffle, Desserts, Ice Cream, Beverages",Mission Jakat Naka,4.6,₹200 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
299,vyara,https://www.swiggy.com/restaurants/chatore-ugamhights-vyara-town-vyara-696952,Chatore,"North Indian, Chinese, Biryani, Snacks, Tandoor",Vyara Town,3.6,₹250 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
300,vyara,https://www.swiggy.com/restaurants/chai-sutta-bar-ugam-heghts-vyara-town-vyara-702433,chai Sutta Bar,"Beverages, Fast Food, Italian-American",Vyara Town,4.1,₹250 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
301,vyara,https://www.swiggy.com/restaurants/la-pinoz-pizza-bhenkatri-road-vyara-town-vyara-497247,La Pino'z Pizza,"Pizzas, Pastas, Italian, Desserts, Beverages",Vyara Town,4.3,₹500 for two,500+ ratings,50% OFF UPTO ₹100; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
302,wayanad,https://www.swiggy.com/restaurants/poozhikuth-biriyani-hut-gandhi-junction-sultan-battery-wayanad-683542,Poozhikuth Biriyani Hut,Biryani,Sultan Battery,3.8,Currently,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
303,vyara,https://www.swiggy.com/restaurants/kiran-dhosa-manish-market-vyara-200863,Kiran Dhosa,"Chinese, South Indian, Pizzas",Manish Market,4.1,₹200 for two,1K+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; Free freebie; FLAT ₹150 OFF; 40% OFF UPTO ₹200
304,wayanad,https://www.swiggy.com/restaurants/cafe-qatar-restaurant-dhottappankulam-sultan-bathery-wayanad-711777,Cafe Qatar Restaurant,"Cafe, Chinese, North Indian, Biryani, Indian, Salads",Sultan Bathery,,Currently,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
305,vyara,https://www.swiggy.com/restaurants/hotel-vrajbhumi-dhuliya-road-vyara-town-vyara-651848,Hotel Vrajbhumi,"Tandoor, Chinese, Punjabi, Indian",Vyara Town,4.4,₹400 for two,100+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
306,vyara,https://www.swiggy.com/restaurants/the-pizza-hub-panwadi-vyara-town-vyara-572078,The Pizza Hub,"Burgers, Pizzas",Vyara Town,4.3,₹500 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
307,wayanad,https://www.swiggy.com/restaurants/kabab-shack-kairali-nagar-kalpetta-wayanad-678159,Kabab Shack,"Kebabs, Fast Food, Snacks, Beverages, Biryani",Kalpetta,4,₹200 for two,50+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
308,wayanad,https://www.swiggy.com/restaurants/bamboo-mess-bamboo-mess-traffic-junction-sultan-battery-wayanad-684040,Bamboo Mess,Indian,Sultan Battery,3.7,₹200 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
309,wayanad,https://www.swiggy.com/restaurants/rayan-arabic-restaurant-goodalayi-kalpetta-locality-wayanad-667683,Rayan Arabic Restaurant	,"Arabian, Biryani",Kalpetta Locality,3.9,₹200 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
310,wayanad,https://www.swiggy.com/restaurants/hotel-food-paradise-bye-passs-junction-kalpetta-locality-wayanad-628206,Hotel Food Paradise	,"Chinese, South Indian, Biryani",Kalpetta Locality,3.7,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
311,wayanad,https://www.swiggy.com/restaurants/fruit-bae-business-centre-kalpetta-locality-wayanad-634760,Fruit Bae ,"Indian, Beverages, Juices",Kalpetta Locality,4.1,₹199 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
312,wayanad,https://www.swiggy.com/restaurants/beycho-cafe-kalpatta-circle-kalpetta-locality-wayanad-628572,Beycho Cafe	,"North Indian, South Indian, Continental, Snacks",Kalpetta Locality,3.9,₹200 for two,20+ ratings,20% OFF UPTO ₹50; 20% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
313,wayanad,https://www.swiggy.com/restaurants/star-kitchens-arabian-restaurant-haneefa-m-kismath-mess-sultan-battery-wayanad-684291,Star kitchen's Arabian Restaurant,"North Indian, Fast Food, South Indian",Sultan Battery,3.8,₹200 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
314,wayanad,https://www.swiggy.com/restaurants/burger-mentor-sheikh-mall-kalpetta-locality-wayanad-656756,Burger Mentor	,"Burgers, Pizzas, Fast Food, Beverages, Arabian",Kalpetta Locality,3.7,₹200 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
315,vyara,https://www.swiggy.com/restaurants/martinoz-pizza-panwadi-vyara-town-vyara-584403,Martino'z Pizza,Pizzas,Vyara Town,3.8,₹500 for two,50+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
316,warangal,https://www.swiggy.com/restaurants/pvr-cafe-maddox-mal-girmajipet-warangal-301179,PVR Cafe,"Snacks, Fast Food, Beverages",Girmajipet,3.5,₹400 for two,100+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
317,warangal,https://www.swiggy.com/restaurants/grameen-kulfi-tilak-road-hanamkonda-warangal-614945,Grameen Kulfi,"Ice Cream, Desserts",Hanamkonda,4.7,₹120 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
318,warangal,https://www.swiggy.com/restaurants/red-bucket-biryani-mandi-bazar-road-warangal-warangal-731910,RED BUCKET BIRYANI,Biryani,Warangal,3.6,₹300 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
319,warangal,https://www.swiggy.com/restaurants/nic-ice-creams-tilak-road-hanamkonda-warangal-614944,NIC Ice Creams,"Ice Cream, Desserts",Hanamkonda,4.4,₹120 for two,100+ ratings,50% OFF UPTO ₹100; 20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
320,warangal,https://www.swiggy.com/restaurants/ice-magic-rajalaxmi-arcade-hanamakonda-warangal-481153,Ice Magic,Beverages,Hanamakonda,4,₹150 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
321,warangal,https://www.swiggy.com/restaurants/suruchi-foods-pothana-nagar-ramannapet-warangal-631792,Suruchi Foods,"South Indian, Snacks",Ramannapet,3.6,₹500 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
322,warangal,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-powers-colony-warangal-warangal-656142,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",Warangal,4.1,₹200 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
323,warangal,https://www.swiggy.com/restaurants/khursheed-biryani-hotel-warangal-warangal-86203,Khursheed Biryani Hotel,"Biryani, Chinese",Warangal,3.8,₹350 for two,10K+ ratings,FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
324,warangal,https://www.swiggy.com/restaurants/a1-cake-shoppe-charbouli-rd-girmajipet-warangal-85413,A1 Cake Shoppe,Bakery,Girmajipet,3.7,₹150 for two,10K+ ratings,30% OFF UPTO ₹75; 25% OFF UPTO ₹125; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
325,waidhan,https://www.swiggy.com/restaurants/gaon-restaurant-unnamed-road-waidhan-city-waidhan-390461,Gaon Restaurant,Indian,Waidhan City,3.8,₹449 for two,100+ ratings,30% OFF UPTO ₹75; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
326,waidhan,https://www.swiggy.com/restaurants/shyama-bakers-vindhyanagar-singrauli-locality-waidhan-185667,Shyama Bakers,"Italian, Ice Cream, Bakery, Pizzas, Beverages, Fast Food, Desserts, Chinese",Singrauli Locality,3,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
327,waidhan,https://www.swiggy.com/restaurants/food-panga-pure-veg-main-road-vindhyanagar-waidhan-354825,Food Panga ( Pure Veg ),"North Indian, South Indian, Chinese",Vindhyanagar,3.1,₹250 for two,100+ ratings,20% OFF UPTO ₹50; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
328,waidhan,https://www.swiggy.com/restaurants/tasty-treats-ambedkar-chowk-waidhan-279206,Tasty Treats,North Indian,Ambedkar Chowk,2.9,₹200 for two,100+ ratings,15% OFF UPTO ₹45; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
329,waidhan,https://www.swiggy.com/restaurants/aroma-food-court-cinema-road-singrauli-locality-waidhan-137761,Aroma Food Court,"Pizzas, Burgers, Chinese, Beverages",Singrauli Locality,3,₹250 for two,500+ ratings,30% OFF UPTO ₹75; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
330,wardha,https://www.swiggy.com/restaurants/royal-bakers-gandhi-nagar-wardha-city-wardha-714460,Royal Bakers,Bakery,Wardha City,3.4,₹200 for two,9 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
331,waidhan,https://www.swiggy.com/restaurants/hotel-sharda-palace-and-restaurant-malhar-park-waidhan-locality-waidhan-472751,Hotel Sharda Palace And Restaurant,"Chinese, Indian, Mughlai",Waidhan Locality,3.2,₹200 for two,100+ ratings,20% OFF UPTO ₹50; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
332,waidhan,https://www.swiggy.com/restaurants/punjabi-rasoi-vindhyanagar-singrauli-locality-waidhan-138801,Punjabi Rasoi,"North Indian, Chinese, Snacks, Thalis, Biryani, Fast Food, Beverages",Singrauli Locality,3.3,₹250 for two,1K+ ratings,FLAT ₹125 OFF; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
333,waidhan,https://www.swiggy.com/restaurants/7th-heaven-restaurant-takiz-road-waidhan-city-waidhan-683570,7th heaven Restaurant,"North Indian, Chinese, Biryani, Kebabs, Salads",Waidhan City,2.1,₹200 for two,10+ ratings,30% OFF UPTO ₹75; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
334,wardha,https://www.swiggy.com/restaurants/shawarma-house-arvi-road-sudampuri-wardha-253140,Shawarma House,"Burgers, Pizzas",Sudampuri,3.7,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
335,wardha,https://www.swiggy.com/restaurants/masala-darbar-palakwadi-maganwadi-wardha-354486,Masala Darbar,"Chinese, North Indian, Biryani",Maganwadi,3.1,₹200 for two,100+ ratings,10% OFF UPTO ₹40; 20% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
336,wardha,https://www.swiggy.com/restaurants/momo-g-sanghrahlaya-wardha-locality-wardha-466757,Momo-G,Indian,Wardha Locality,3.4,₹150 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
337,warangal,https://www.swiggy.com/restaurants/pizza-hut-mg-road-kothawada-warangal-361947,Pizza Hut,Pizzas,Kothawada,3.5,₹350 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
338,wardha,https://www.swiggy.com/restaurants/eaters-hunt-essaji-layout-sawangi-t-point-wardha-wardha-630888,Eaters Hunt,"Fast Food, Pizzas, Snacks","Sawangi T point, Wardha ",4.1,₹150 for two,6 ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
339,vizianagaram,https://www.swiggy.com/restaurants/pedarashi-peddamma-biryani-kathalu-msn-colony-thotapalem-vizianagaram-546258,Pedarashi Peddamma Biryani Kathalu,"Biryani, Indian, Desserts, Beverages",Thotapalem,3.6,₹200 for two,1K+ ratings,60% OFF UPTO ₹120; FLAT ₹150 OFF; 40% OFF UPTO ₹200; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
340,wardha,https://www.swiggy.com/restaurants/yummi-momos-zunka-bhakar-road-wardha-locality-wardha-200872,Yummi Momos,"Chinese, North Indian, Burgers, Ice Cream, Pizzas",Wardha Locality,3.8,₹150 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
341,vizianagaram,https://www.swiggy.com/restaurants/ganesh-sweets-and-bakery-ag-road-road-transport-corporation-vizianagaram-562307,Ganesh Sweets & Bakery,"Sweets, Bakery, Snacks, Beverages",Road Transport Corporation,4.4,₹150 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
342,wardha,https://www.swiggy.com/restaurants/mandar-restaurant-sawangi-wardha-city-wardha-614063,Mandar Restaurant,"North Indian, Chinese, Biryani",Wardha City,4.3,₹400 for two,50+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
343,vizianagaram,https://www.swiggy.com/restaurants/daksha-restauarnt-ltb-road-road-transport-corporation-vizianagaram-355159,Daksha Restauarnt,"Biryani, Chinese, Tandoor, North Indian, Andhra",Road Transport Corporation,3.8,₹200 for two,1K+ ratings,50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
344,vizianagaram,https://www.swiggy.com/restaurants/subbayya-tiffins-mro-office-road-road-transport-corporation-vizianagaram-125787,Subbayya Tiffins,South Indian,Road Transport Corporation,4.1,₹100 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
345,vizianagaram,https://www.swiggy.com/restaurants/sairam-tiffins-vytla-balaji-nagar-mayura-junction-vizianagaram-481078,Sairam Tiffins - Vytla,"South Indian, Chinese, Biryani",Mayura Junction,4.1,₹150 for two,500+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
346,vizianagaram,https://www.swiggy.com/restaurants/sunny-family-restaurant-subramanyam-peta-road-transport-corporation-vizianagaram-522227,Sunny Family Restaurant,"Indian, Biryani, Chinese",Road Transport Corporation,3.9,₹160 for two,1K+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; Free Free Delight; FLAT ₹150 OFF; 40% OFF UPTO ₹120
347,vizianagaram,https://www.swiggy.com/restaurants/panchvati-restaurant-rto-office-road-near-rto-office-vizianagaram-125725,Panchvati Restaurant,"Biryani, Tandoor, South Indian, North Indian, Chinese",Near RTO Office,3.8,₹300 for two,1K+ ratings,40% OFF UPTO ₹80; FLAT ₹125 OFF; FLAT 40% OFF; 40% OFF UPTO ₹200; 40% OFF UPTO ₹120
348,vizianagaram,https://www.swiggy.com/restaurants/helapuri-restaurant-balaji-nagar-road-transport-corporation-vizianagaram-180993,Helapuri Restaurant,"Biryani, Tandoor, Mughlai, Andhra, South Indian, North Indian, Chinese",Road Transport Corporation,3.6,₹250 for two,5K+ ratings,40% OFF UPTO ₹80; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
349,vizianagaram,https://www.swiggy.com/restaurants/hotel-muntaj-sai-nath-colony-road-transport-corporation-vizianagaram-486116,Hotel Muntaj,"Biryani, Chinese, Indian",Road Transport Corporation,3.9,₹350 for two,1K+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
350,yamuna-nagar,https://www.swiggy.com/restaurants/mr-pizza-jain-colony-vishnu-nagar-yamuna-nagar-196928,Mr. Pizza,Pizzas,Vishnu Nagar,2.7,₹250 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
351,yamuna-nagar,https://www.swiggy.com/restaurants/the-belgian-waffle-co-model-town-vishnu-nagar-yamuna-nagar-593346,The Belgian Waffle Co.,"Waffle, Desserts, Ice Cream, Beverages",Vishnu Nagar,4,₹200 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
352,yamuna-nagar,https://www.swiggy.com/restaurants/pizza-king-sasoli-road-vishnu-nagar-yamuna-nagar-431484,Pizza King,"Italian, Chinese",Vishnu Nagar,1.8,₹200 for two,7 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
353,yamuna-nagar,https://www.swiggy.com/restaurants/punjab-sweet-house-jagdhari-vishnu-nagar-yamuna-nagar-169264,Punjab Sweet House,Sweets,Vishnu Nagar,4.3,₹100 for two,50+ ratings,Free Samosa; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
354,yamuna-nagar,https://www.swiggy.com/restaurants/kfc-survey-city-vishnu-nagar-yamuna-nagar-623682,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Vishnu Nagar,3.8,₹400 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
355,vizianagaram,https://www.swiggy.com/restaurants/hello-kitchen-sai-nath-colony-road-transport-corporation-vizianagaram-180972,Hello Kitchen,Biryani,Road Transport Corporation,3.5,₹200 for two,10K+ ratings,60% OFF UPTO ₹120; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
356,yamuna-nagar,https://www.swiggy.com/restaurants/subway-tau-devi-lal-complex-yamuna-nagar-yamuna-nagar-725216,Subway,"Salads, Snacks, Desserts, Beverages",Yamuna Nagar,2.6,₹350 for two,50+ ratings,40% OFF UPTO ₹80; 20% OFF UPTO ₹50; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹60
357,waidhan,https://www.swiggy.com/restaurants/the-food-villa-rajmata-chun-kumari-stadium-singrauli-city-waidhan-753332,The Food Villa,North Indian,Singrauli City,,₹200 for two,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
358,wardha,https://www.swiggy.com/restaurants/food-feast-restaurants-bacchraj-road-mahadevpura-wardha-276160,Food Feast Restaurants,"Pastas, Chinese, North Indian, Burgers, Pizzas, Biryani",Mahadevpura,4.1,₹250 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
359,yamuna-nagar,https://www.swiggy.com/restaurants/pizza-hut-gobindpuri-road-vishnu-nagar-yamuna-nagar-508850,Pizza Hut,Pizzas,Vishnu Nagar,3.4,₹350 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
360,una,https://www.swiggy.com/restaurants/hotel-parth-khurd-nangal-road-una-una-689448,Hotel Parth,"North Indian, Fast Food, Snacks, Kebabs, Beverages",Una,,Currently,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
361,una,https://www.swiggy.com/restaurants/dayal-sweets-durga-colony-una-una-679721,Dayal Sweets,"Fast Food, South Indian, Chinese, Beverages",Una,,Currently,Too Few Ratings,FLAT ₹125 OFF; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
362,uluberia,https://www.swiggy.com/restaurants/spicy-and-crunchy-corner-tin-pukur-math-nimdighi-uluberia-607984,Spicy and Crunchy Corner,"Chinese, Fast Food, Beverages",Nimdighi,3.6,₹300 for two,100+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
363,uluberia,https://www.swiggy.com/restaurants/blue-moon-bar-cum-restaurant-khushberia-kadamtala-uluberia-219812,Blue Moon Bar Cum Restaurant,"Indian, Chinese",Kadamtala,3.7,₹200 for two,100+ ratings,FLAT 15% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
364,uluberia,https://www.swiggy.com/restaurants/new-bidyut-bakery-odissa-trunk-road-uluberia-locality-uluberia-617944,New Bidyut Bakery,"Burgers, Fast Food, Snacks",Uluberia Locality,4.3,₹200 for two,9 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
365,udgir,https://www.swiggy.com/restaurants/new-hotel-bhagirathi-degloor-road-meenakshi-bar-udgir-408797,New Hotel Bhagirathi,"Desserts, South Indian",Meenakshi Bar,3.1,₹300 for two,50+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
366,ujjain,https://www.swiggy.com/restaurants/sagar-gaire-vidhyapati-nagar-freeganj-and-nanakheda-ujjain-745513,Sagar Gaire,"Pastas, Pizzas, Chinese",Freeganj & Nanakheda,4,₹199 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
367,tohana,https://www.swiggy.com/restaurants/mirchi-indian-cuisine-raita-road-tohana-locality-tohana-197953,Mirchi Indian Cuisine,"North Indian, Chinese, Snacks, Desserts",Tohana Locality,3.4,₹300 for two,100+ ratings,FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
368,ujjain,https://www.swiggy.com/restaurants/cake-house-gautam-marg-malipura-ujjain-431640,Cake House,"Bakery, Pizzas",Malipura,3.2,₹200 for two,100+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
369,tohana,https://www.swiggy.com/restaurants/mr-singh-pizzahub-mala-ram-colony-tohana-city-tohana-745746,Mr Singh Pizzahub,Indian,Tohana City,2.8,₹300 for two,8 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
370,tohana,https://www.swiggy.com/restaurants/the-tasty-bites-raita-road-tohana-locality-tohana-532256,The Tasty Bites,"American, Beverages, Snacks",Tohana Locality,4.3,₹250 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
