ID,City,Restaurant Name,Area Name,Cost for Two,Cuisines,Average Rating,Total Ratings,Is Open,Next Close Time,Aggregated Discount Info,Serviceability,Restaurant Link
1,Pune,KFC,JM Road,₹400 for two,"Burgers, Biryani, American, Snacks, Fast Food",4.1,1K+,True,2023-09-02 01:00:00,40% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/kfc-deccan-gymkhana-jm-road-pune-243625
2,Pune,McDonald's,Shaniwar Peth,₹400 for two,"Burgers, Beverages, Cafe, Desserts",4.3,1K+,True,2023-09-01 23:45:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/mcdonalds-narayan-peth-shaniwar-peth-pune-506982
3,Pune,Domino's Pizza,Rasta Peth,₹400 for two,"Pizzas, Italian, Pastas, Desserts",3.9,500+,True,2023-09-01 22:59:00,₹100 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/dominos-pizza-somwar-peth-rasta-peth-pune-456986
4,Pune,Burger King,Shivajinagar,₹350 for two,"Burgers, American",4,5K+,True,2023-09-02 02:00:00,EVERY ITEM,SERVICEABLE,https://www.swiggy.com/restaurants/burger-king-the-pavillion-mall-shivajinagar-pune-42581
5,Pune,Marz O Rin,Camp,₹450 for two,"Bakery, Beverages, Snacks, Desserts",4.5,10K+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/marz-o-rin-mg-road-camp-pune-5496
6,Pune,Priya,Camp,₹250 for two,"South Indian, Beverages",4.4,10K+,True,2023-09-01 22:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/priya-mg-road-camp-pune-7887
7,Pune,Murli Best Bhelpuri,Camp,₹200 for two,"Chaat, Snacks",4.3,10K+,True,2023-09-01 22:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/murli-best-bhelpuri-kumar-pavillion-camp-pune-15766
8,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
9,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
10,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
11,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
12,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
13,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
14,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
15,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
16,Pune,McDonald's,Shaniwar Peth,₹400 for two,"Burgers, Beverages, Cafe, Desserts",4.3,1K+,True,2023-09-01 23:45:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/mcdonalds-narayan-peth-shaniwar-peth-pune-506982
17,Pune,Domino's Pizza,Rasta Peth,₹400 for two,"Pizzas, Italian, Pastas, Desserts",3.9,500+,True,2023-09-01 22:59:00,₹100 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/dominos-pizza-somwar-peth-rasta-peth-pune-456986
18,Pune,Burger King,Shivajinagar,₹350 for two,"Burgers, American",4,5K+,True,2023-09-02 02:00:00,EVERY ITEM,SERVICEABLE,https://www.swiggy.com/restaurants/burger-king-the-pavillion-mall-shivajinagar-pune-42581
19,Pune,Marz O Rin,Camp,₹450 for two,"Bakery, Beverages, Snacks, Desserts",4.5,10K+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/marz-o-rin-mg-road-camp-pune-5496
20,Pune,Priya,Camp,₹250 for two,"South Indian, Beverages",4.4,10K+,True,2023-09-01 22:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/priya-mg-road-camp-pune-7887
21,Pune,Murli Best Bhelpuri,Camp,₹200 for two,"Chaat, Snacks",4.3,10K+,True,2023-09-01 22:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/murli-best-bhelpuri-kumar-pavillion-camp-pune-15766
22,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
23,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
24,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
25,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
26,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
27,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
28,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
29,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
30,Pune,Crazy Momos,Sadashiv Peth,₹300 for two,"Chinese, Fast Food, Pizzas, Beverages",4.2,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/crazy-momos-tilak-road-sadashiv-peth-pune-514958
31,Pune,Domino's Pizza,Rasta Peth,₹400 for two,"Pizzas, Italian, Pastas, Desserts",3.9,500+,True,2023-09-01 22:59:00,₹100 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/dominos-pizza-somwar-peth-rasta-peth-pune-456986
32,Pune,Burger King,Shivajinagar,₹350 for two,"Burgers, American",4,5K+,True,2023-09-02 02:00:00,EVERY ITEM,SERVICEABLE,https://www.swiggy.com/restaurants/burger-king-the-pavillion-mall-shivajinagar-pune-42581
33,Pune,Marz O Rin,Camp,₹450 for two,"Bakery, Beverages, Snacks, Desserts",4.5,10K+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/marz-o-rin-mg-road-camp-pune-5496
34,Pune,Priya,Camp,₹250 for two,"South Indian, Beverages",4.4,10K+,True,2023-09-01 22:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/priya-mg-road-camp-pune-7887
35,Pune,Murli Best Bhelpuri,Camp,₹200 for two,"Chaat, Snacks",4.3,10K+,True,2023-09-01 22:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/murli-best-bhelpuri-kumar-pavillion-camp-pune-15766
36,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
37,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
38,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
39,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
40,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
41,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
42,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
43,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
44,Pune,Crazy Momos,Sadashiv Peth,₹300 for two,"Chinese, Fast Food, Pizzas, Beverages",4.2,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/crazy-momos-tilak-road-sadashiv-peth-pune-514958
45,Pune,KNS,Prabhat Road,₹350 for two,"Fast Food, Pizzas, Beverages, Burgers, Snacks",4,5,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kns-kasba-vishrambag-prabhat-road-pune-710145
46,Pune,Burger King,Shivajinagar,₹350 for two,"Burgers, American",4,5K+,True,2023-09-02 02:00:00,EVERY ITEM,SERVICEABLE,https://www.swiggy.com/restaurants/burger-king-the-pavillion-mall-shivajinagar-pune-42581
47,Pune,Marz O Rin,Camp,₹450 for two,"Bakery, Beverages, Snacks, Desserts",4.5,10K+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/marz-o-rin-mg-road-camp-pune-5496
48,Pune,Priya,Camp,₹250 for two,"South Indian, Beverages",4.4,10K+,True,2023-09-01 22:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/priya-mg-road-camp-pune-7887
49,Pune,Murli Best Bhelpuri,Camp,₹200 for two,"Chaat, Snacks",4.3,10K+,True,2023-09-01 22:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/murli-best-bhelpuri-kumar-pavillion-camp-pune-15766
50,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
51,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
52,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
53,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
54,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
55,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
56,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
57,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
58,Pune,Crazy Momos,Sadashiv Peth,₹300 for two,"Chinese, Fast Food, Pizzas, Beverages",4.2,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/crazy-momos-tilak-road-sadashiv-peth-pune-514958
59,Pune,KNS,Prabhat Road,₹350 for two,"Fast Food, Pizzas, Beverages, Burgers, Snacks",4,5,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kns-kasba-vishrambag-prabhat-road-pune-710145
60,Pune,Chocolate Biclate,Shivajinagar,₹250 for two,"Bakery, Desserts, Beverages",4.2,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/chocolate-biclate-sud-nagar-shivajinagar-pune-378117
61,Pune,Marz O Rin,Camp,₹450 for two,"Bakery, Beverages, Snacks, Desserts",4.5,10K+,True,2023-09-01 21:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/marz-o-rin-mg-road-camp-pune-5496
62,Pune,Priya,Camp,₹250 for two,"South Indian, Beverages",4.4,10K+,True,2023-09-01 22:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/priya-mg-road-camp-pune-7887
63,Pune,Murli Best Bhelpuri,Camp,₹200 for two,"Chaat, Snacks",4.3,10K+,True,2023-09-01 22:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/murli-best-bhelpuri-kumar-pavillion-camp-pune-15766
64,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
65,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
66,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
67,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
68,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
69,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
70,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
71,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
72,Pune,Crazy Momos,Sadashiv Peth,₹300 for two,"Chinese, Fast Food, Pizzas, Beverages",4.2,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/crazy-momos-tilak-road-sadashiv-peth-pune-514958
73,Pune,KNS,Prabhat Road,₹350 for two,"Fast Food, Pizzas, Beverages, Burgers, Snacks",4,5,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kns-kasba-vishrambag-prabhat-road-pune-710145
74,Pune,Chocolate Biclate,Shivajinagar,₹250 for two,"Bakery, Desserts, Beverages",4.2,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/chocolate-biclate-sud-nagar-shivajinagar-pune-378117
75,Pune,Wong's Kitchen,Sector 34,₹300 for two,Seafood,,,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wongs-kitchen-sector-34-pune-352423
76,Pune,Priya,Camp,₹250 for two,"South Indian, Beverages",4.4,10K+,True,2023-09-01 22:30:00,,SERVICEABLE,https://www.swiggy.com/restaurants/priya-mg-road-camp-pune-7887
77,Pune,Murli Best Bhelpuri,Camp,₹200 for two,"Chaat, Snacks",4.3,10K+,True,2023-09-01 22:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/murli-best-bhelpuri-kumar-pavillion-camp-pune-15766
78,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
79,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
80,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
81,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
82,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
83,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
84,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
85,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
86,Pune,Crazy Momos,Sadashiv Peth,₹300 for two,"Chinese, Fast Food, Pizzas, Beverages",4.2,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/crazy-momos-tilak-road-sadashiv-peth-pune-514958
87,Pune,KNS,Prabhat Road,₹350 for two,"Fast Food, Pizzas, Beverages, Burgers, Snacks",4,5,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kns-kasba-vishrambag-prabhat-road-pune-710145
88,Pune,Chocolate Biclate,Shivajinagar,₹250 for two,"Bakery, Desserts, Beverages",4.2,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/chocolate-biclate-sud-nagar-shivajinagar-pune-378117
89,Pune,Wong's Kitchen,Sector 34,₹300 for two,Seafood,,,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wongs-kitchen-sector-34-pune-352423
90,Pune,Cafe Goodluck,Deccan Gymkhana,₹350 for two,"North Indian, Biryani, Snacks, Beverages, Bakery",4.3,10K+,True,2023-09-01 23:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-goodluck-deccan-gymkhana-pune-5370
91,Pune,Murli Best Bhelpuri,Camp,₹200 for two,"Chaat, Snacks",4.3,10K+,True,2023-09-01 22:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/murli-best-bhelpuri-kumar-pavillion-camp-pune-15766
92,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
93,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
94,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
95,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
96,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
97,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
98,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
99,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
100,Pune,Crazy Momos,Sadashiv Peth,₹300 for two,"Chinese, Fast Food, Pizzas, Beverages",4.2,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/crazy-momos-tilak-road-sadashiv-peth-pune-514958
101,Pune,KNS,Prabhat Road,₹350 for two,"Fast Food, Pizzas, Beverages, Burgers, Snacks",4,5,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kns-kasba-vishrambag-prabhat-road-pune-710145
102,Pune,Chocolate Biclate,Shivajinagar,₹250 for two,"Bakery, Desserts, Beverages",4.2,100+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/chocolate-biclate-sud-nagar-shivajinagar-pune-378117
103,Pune,Wong's Kitchen,Sector 34,₹300 for two,Seafood,,,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wongs-kitchen-sector-34-pune-352423
104,Pune,Cafe Goodluck,Deccan Gymkhana,₹350 for two,"North Indian, Biryani, Snacks, Beverages, Bakery",4.3,10K+,True,2023-09-01 23:00:00,20% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/cafe-goodluck-deccan-gymkhana-pune-5370
105,Pune,PK Biryani House (Swargate),Swargate,₹400 for two,"Biryani, Indian",3.9,5K+,True,2023-09-01 23:15:00,,SERVICEABLE,https://www.swiggy.com/restaurants/pk-biryani-house-swargate-mitramandal-chowk-swargate-pune-142657
106,Pune,Garden Vada Pav Centre,Camp Area,₹100 for two,Street Food,4.3,10K+,True,2023-09-01 21:30:00,10% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/garden-vada-pav-centre-buttee-street-camp-area-pune-59016
107,Pune,Subway,Deccan Gymkhana,₹350 for two,"Healthy Food, Salads, Snacks, Desserts, Beverages",4.2,10K+,True,2023-09-02 03:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/subway-fc-road-deccan-gymkhana-pune-5624
108,Pune,Wow! Momo,Camp,₹300 for two,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",4,1K+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/wow-momo-camp-pune-260595
109,Pune,Samudra Veg,Erandwane,₹450 for two,"North Indian, Chinese, South Indian",4.4,10K+,True,2023-09-01 23:55:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/samudra-veg-pandurang-colony-erandwane-pune-11887
110,Pune,Hotel Bismillah,Camp,₹300 for two,North Indian,3.8,500+,True,2023-09-02 01:31:00,70% OFF,SERVICEABLE,https://www.swiggy.com/restaurants/hotel-bismillah-bhawani-peth-camp-pune-375321
111,Pune,Blue Nile,Camp Area,₹700 for two,"Indian, Chinese",4.2,10K+,True,2023-09-01 23:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/blue-nile-bund-garden-road-camp-area-pune-5107
112,Pune,Burgerino,Camp,₹150 for two,Burgers,3.8,100+,True,2023-09-02 04:00:00,₹125 OFF,SERVICEABLE,https://www.swiggy.com/restaurants/burgerino-nehru-memorial-hall-camp-pune-683013
113,Pune,Hakuna Matata,Shivaji Nagar,₹500 for two,"North Indian, Chinese",3.6,7,True,2023-09-01 23:40:00,,SERVICEABLE,https://www.swiggy.com/restaurants/hakuna-matata-jm-road-shivaji-nagar-pune-429001
114,Pune,Crazy Momos,Sadashiv Peth,₹300 for two,"Chinese, Fast Food, Pizzas, Beverages",4.2,100+,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/crazy-momos-tilak-road-sadashiv-peth-pune-514958
115,Pune,KNS,Prabhat Road,₹350 for two,"Fast Food, Pizzas, Beverages, Burgers, Snacks",4,5,True,2023-09-01 23:00:00,,SERVICEABLE,https://www.swiggy.com/restaurants/kns-kasba-vishrambag-prabhat-road-pune-710145
